,retweetcount,has Supreme Court case-insensitive
2174,23,False
2175,1,False
2176,53,False
2178,1174,False
2180,5,False
2181,1,False
2182,29,False
2183,35,False
2184,0,False
2185,0,False
2186,8,False
2187,9,False
2188,0,False
2190,0,False
2191,29,False
2192,8,False
2193,1,False
2195,2208,False
2196,1175,False
2197,1,False
2198,2,False
2199,9,False
2200,53,False
2201,1,False
2202,1,False
2203,0,False
2204,31,False
2205,2226,False
2206,0,False
2207,0,False
2208,5,False
2209,1,False
2210,0,False
2211,1,False
2212,4,False
2213,0,False
2214,11,False
2215,11,False
2216,0,False
2217,2226,False
2218,3,False
2219,5,False
2220,0,False
2221,35,False
2222,31,False
2223,0,False
2224,0,False
2225,0,False
2226,3,False
2228,2208,False
2229,3,False
2230,23,False
2231,0,False
2232,25,False
2233,67,False
2234,4,False
2235,29,False
2236,26,False
2238,26,False
2239,3,False
2240,2226,False
2241,4,False
2242,67,False
2244,4,False
2245,239,False
2246,0,False
2247,27,False
2248,0,False
2249,6,False
2251,0,False
2252,3,False
2253,0,False
2254,3,False
2255,1,False
2256,59,False
2257,0,False
2258,3,False
2259,0,False
2260,2208,False
2261,0,False
2262,35,False
2263,27,False
2264,889,False
2265,31,False
2266,1,False
2267,1,False
2268,31,False
2269,0,False
2270,2,False
2272,16,False
2273,14,False
2274,1,False
2275,0,False
2276,1,False
2277,0,False
2279,1,False
2280,4,False
2281,0,False
2282,35,False
2283,0,False
2284,0,False
2285,2,False
2286,1,False
2287,0,False
2288,0,False
2289,63,False
2290,1,False
2291,0,False
2292,22,False
2293,4,False
2294,0,False
2295,592,False
2296,0,False
2297,1,False
2298,31,False
2299,0,False
2300,4,False
2301,7,False
2302,0,False
2303,2208,False
2304,0,False
2305,53,False
2306,14,False
2307,0,False
2308,14,False
2309,14,False
2310,0,False
2311,31,False
2312,13,False
2313,0,False
2314,2226,False
2315,0,False
2316,1,False
2317,0,False
2318,1,False
2319,26,False
2320,0,False
2321,14,False
2322,0,False
2323,14,False
2324,1,False
2325,3,False
2326,2208,False
2327,0,False
2328,0,False
2329,0,False
2330,0,False
2331,2208,False
2332,31,False
2333,0,False
2334,0,False
2335,0,False
2336,0,False
2337,0,False
2338,1,False
2339,6,False
2340,1,False
2341,31,False
2342,0,False
2343,31,False
2344,2,False
2345,8,False
2346,0,False
2347,0,False
2348,0,False
2349,2208,False
2350,0,False
2351,0,False
2352,1,False
2353,1,False
2354,0,False
2355,0,False
2356,35,False
2357,35,False
2358,0,False
2359,63,False
2360,1,False
2361,31,False
2362,0,False
2363,0,False
2364,0,False
2365,12,False
2366,6,False
2367,239,False
2368,24,False
2369,285,False
2370,0,False
2371,0,False
2372,14,False
2373,0,False
2374,2226,False
2375,1,False
2376,2226,False
2377,1,False
2378,2,False
2379,14,False
2380,8,False
2381,1,False
2382,0,False
2383,0,False
2384,6,False
2385,31,False
2386,31,False
2387,0,False
2388,1,False
2389,0,False
2390,0,False
2391,0,False
2392,31,False
2393,0,False
2394,0,False
2395,14,False
2396,1,False
2397,0,False
2398,1,False
2399,4,False
2400,0,False
2401,14,False
2402,0,False
2403,14,False
2404,14,False
2405,14,False
2406,285,False
2407,35,False
2408,0,False
2409,14,False
2411,345,False
2412,1,False
2413,14,False
2414,0,False
2415,2,False
2416,14,False
2417,1,False
2418,496,False
2419,2,False
2420,6,False
2421,0,False
2422,14,False
2423,6,False
2424,4,False
2425,3,False
2426,4,False
2427,6,False
2428,16,False
2429,0,False
2430,4,False
2431,6,False
2432,1,False
2433,29,False
2434,0,False
2435,35,False
2437,16,False
2438,0,False
2439,2,False
2440,4,False
2441,0,False
2442,0,False
2443,0,False
2444,0,False
2445,87,False
2446,0,False
2447,1,False
2448,1,False
2449,496,False
2450,1,False
2451,0,False
2452,0,False
2453,2,False
2454,0,False
2455,31,False
2456,1,False
2457,1,False
2458,29,False
2459,0,False
2460,31,False
2461,59,False
2462,0,False
2463,14,False
2464,31,False
2465,2,False
2466,0,False
2467,0,False
2468,35,False
2469,0,False
2470,0,False
2471,0,False
2472,0,False
2473,2,False
2474,87,False
2475,0,False
2476,10,False
2477,7,False
2478,31,False
2479,2,False
2480,2,False
2481,2,False
2482,0,False
2483,1,False
2484,0,False
2485,35,False
2486,35,False
2487,31,False
2488,29,False
2489,0,False
2490,29,False
2491,0,False
2492,0,False
2493,0,False
2494,0,False
2495,1,False
2496,0,False
2497,0,False
2498,0,False
2499,29,False
2500,0,False
2501,29,False
2502,2226,False
2503,31,False
2504,31,False
2505,31,False
2506,29,False
2507,1,False
2508,29,False
2509,29,False
2510,8,False
2511,29,False
2512,0,False
2513,29,False
2514,35,False
2515,29,False
2516,1,False
2517,1,False
2518,29,False
2519,29,False
2520,29,False
2521,29,False
2522,0,False
2523,29,False
2524,29,False
2525,29,False
2526,29,False
2527,31,False
2528,1,False
2529,2,False
2530,1,False
2531,0,False
2532,8,False
2533,35,False
2534,13,False
2535,1,False
2536,59,False
2537,35,False
2538,1,False
2540,0,False
2541,2226,False
2542,54,False
2543,1,False
2544,3,False
2545,0,False
2546,54,False
2547,0,False
2548,0,False
2549,0,False
2550,1000,False
2551,2226,False
2552,0,False
2553,54,False
2554,3,False
2555,2208,False
2556,54,False
2557,1,False
2558,1,False
2559,35,False
2560,54,False
2561,0,False
2562,0,False
2563,1,False
2564,1,False
2565,1,False
2566,1,False
2567,1,False
2568,1,False
2569,2226,False
2570,2226,False
2571,0,False
2572,4,False
2573,0,False
2574,9,False
2575,5,False
2576,26,False
2577,257,False
2578,53,False
2579,0,False
2580,0,False
2581,0,False
2582,166,False
2583,6,False
2584,23,False
2585,5,False
2586,2,False
2587,2,False
2588,0,False
2589,1,False
2590,0,False
2591,0,False
2592,0,False
2593,0,False
2594,0,False
2595,2,False
2596,0,False
2597,3,False
2598,0,False
2599,0,False
2600,1174,False
2601,510,False
2602,0,False
2603,3,False
2604,2208,False
2605,0,False
2606,1,False
2607,54,False
2608,3,False
2609,12,False
2610,825,False
2611,12,False
2612,12,False
2613,2,False
2614,25,False
2615,0,False
2616,1,False
2617,3,False
2618,2226,False
2619,59,False
2620,5,False
2622,0,False
2623,0,False
2624,5,False
2625,2226,False
2626,0,False
2627,0,False
2628,0,False
2629,0,False
2630,7,False
2631,4,False
2632,6,False
2633,0,False
2634,239,False
2635,1,False
2636,0,False
2637,0,False
2638,166,False
2639,346,False
2640,0,False
2641,4,False
2642,1,False
2643,0,False
2644,1,False
2645,2,False
2646,0,False
2647,0,False
2648,59,False
2649,5,False
2650,2208,False
2651,1,False
2652,1,False
2653,0,False
2654,2,False
2655,1,False
2656,54,False
2657,0,False
2658,124,False
2659,10,False
2660,54,False
2661,0,False
2662,35,False
2663,0,False
2664,0,False
2665,0,False
2666,35,False
2667,2226,False
2668,8,False
2670,59,False
2671,124,False
2672,8,False
2673,0,False
2674,59,False
2675,0,False
2676,3,False
2677,34,False
2679,1,False
2680,1,False
2681,0,False
2682,889,False
2683,0,False
2684,2,False
2685,0,False
2686,0,False
2688,59,False
2689,3,False
2690,0,False
2691,0,False
2692,0,False
2693,1,False
2694,8,False
2695,8,False
2696,8,False
2697,0,False
2698,0,False
2699,0,False
2700,0,False
2701,51,False
2702,2226,False
2703,5,False
2704,0,False
2705,1,False
2706,0,False
2707,8,False
2708,0,False
2709,2208,False
2710,0,False
2711,2226,False
2712,59,False
2713,0,False
2714,3,False
2716,0,False
2717,0,False
2718,1,False
2719,0,False
2720,1,False
2721,0,False
2722,496,False
2723,35,False
2724,35,False
2725,0,False
2726,0,False
2727,0,False
2728,0,False
2729,825,False
2730,2226,False
2731,1,False
2732,59,False
2733,0,False
2734,510,False
2735,1175,False
2736,2208,False
2737,1,False
2738,1,False
2739,0,False
2740,825,False
2741,2,False
2742,510,False
2743,2208,False
2744,2,False
2745,510,False
2746,0,False
2747,1,False
2748,0,False
2749,8,False
2750,889,False
2751,54,False
2752,35,False
2753,35,False
2754,59,False
2756,0,False
2757,304,False
2758,0,False
2759,0,False
2760,0,False
2761,9,False
2762,0,False
2763,9,False
2764,0,False
2765,54,False
2766,0,False
2767,87,False
2768,54,False
2769,3,False
2770,0,False
2772,0,False
2773,54,False
2774,59,False
2775,0,False
2776,0,False
2777,0,False
2778,0,False
2779,35,False
2780,0,False
2781,0,False
2782,1,False
2783,63,False
2785,0,False
2786,2208,False
2787,0,False
2788,2226,False
2789,1,False
2790,0,False
2792,0,False
2793,0,False
2794,0,False
2795,0,False
2796,1,False
2797,16,False
2798,0,False
2799,0,False
2800,0,False
2801,67,False
2802,59,False
2804,0,False
2805,0,False
2806,0,False
2807,16,False
2808,8,False
2809,27,False
2810,16,False
2811,0,False
2812,8,False
2813,7,False
2814,16,False
2815,8,False
2816,16,False
2817,2226,False
2818,27,False
2819,16,False
2820,3,False
2821,1,False
2822,0,False
2823,2,False
2824,3,False
2825,0,False
2826,16,False
2827,1,False
2828,16,False
2829,0,False
2830,16,False
2831,0,False
2832,0,False
2833,59,False
2834,0,False
2835,2208,False
2836,0,False
2837,25,False
2838,1,False
2839,0,False
2840,0,False
2841,1,False
2842,9,False
2843,59,False
2844,0,False
2845,4,False
2846,59,False
2847,0,False
2848,0,False
2849,16,False
2850,9,False
2851,9,False
2852,5,False
2853,9,False
2854,9,False
2855,35,False
2856,0,False
2857,2208,False
2858,1,False
2859,54,False
2860,0,False
2861,0,False
2862,592,False
2863,2,False
2864,1,False
2865,8,False
2866,0,False
2867,0,False
2868,1,False
2869,2226,False
2870,0,False
2871,0,False
2872,0,False
2873,3,False
2874,1,False
2875,0,False
2876,63,False
2878,35,False
2879,0,False
2880,2,False
2881,0,False
2882,0,False
2883,0,False
2884,0,False
2885,1,False
2886,2,False
2887,150,False
2888,0,False
2889,0,False
2890,0,False
2891,0,False
2892,1,False
2893,1,False
2895,0,False
2896,0,False
2897,346,False
2898,35,False
2899,0,False
2900,59,False
2901,35,False
2902,3,False
2903,3,False
2905,35,False
2906,1,False
2907,0,False
2908,0,False
2909,285,False
2910,2208,False
2911,0,False
2912,0,False
2913,0,False
2914,35,False
2915,1175,False
2916,0,False
2917,63,False
2918,0,False
2919,54,False
2920,0,False
2921,1,False
2922,0,False
2923,1,False
2924,0,False
2925,1,False
2926,5,False
2927,1,False
2928,1,False
2929,1,False
2930,0,False
2931,1,False
2932,1,False
2933,0,False
2934,2,False
2935,0,False
2936,35,False
2937,0,False
2938,0,False
2939,0,False
2940,3,False
2941,0,False
2942,1,False
2943,3,False
2944,1,False
2945,1,False
2946,8,False
2947,1,False
2948,3,False
2949,1,False
2950,1,False
2951,2,False
2952,0,False
2953,4,False
2954,0,False
2955,1,False
2956,0,False
2957,0,False
2958,35,False
2959,0,False
2960,1,False
2961,2226,False
2962,496,False
2963,0,False
2964,2226,False
2965,0,False
2966,0,False
2967,0,False
2968,11,False
2969,54,False
2970,0,False
2971,0,False
2972,825,False
2973,0,False
2974,27,False
2975,2226,False
2976,0,False
2977,59,False
2979,0,False
2980,0,False
2981,35,False
2982,2226,False
2983,35,False
2984,126,False
2985,0,False
2986,59,False
2987,0,False
2988,0,False
2989,42,False
2990,825,False
2991,35,False
2992,0,False
2993,8,False
2994,0,False
2995,0,False
2996,0,False
2997,0,False
2998,0,False
2999,35,False
3000,0,False
3001,2226,False
3002,1,False
3003,0,False
3004,35,False
3005,59,False
3006,0,False
3007,0,False
3008,2,False
3009,35,False
3010,59,False
3011,0,False
3012,0,False
3013,4,False
3014,1,False
3015,35,False
3016,0,False
3017,0,False
3018,0,False
3019,0,False
3020,0,False
3021,35,False
3022,0,False
3023,53,False
3024,53,False
3025,0,False
3026,0,False
3027,20,False
3028,0,False
3029,13,False
3030,0,False
3031,0,False
3032,59,False
3033,41,False
3034,4,False
3035,6,False
3036,0,False
3037,0,False
3038,1175,False
3039,0,False
3040,0,False
3041,1,False
3042,2226,False
3043,2208,False
3044,1,False
3045,0,False
3046,0,False
3047,825,False
3048,257,False
3049,3,False
3050,0,False
3051,0,False
3052,0,False
3053,1174,False
3054,0,False
3055,115,False
3056,0,False
3057,1,False
3058,0,False
3059,1,False
3060,1,False
3061,2208,False
3062,0,False
3063,0,False
3064,54,False
3065,2208,False
3066,4,False
3067,0,False
3068,0,False
3069,4,False
3070,35,False
3071,27,False
3073,27,False
3074,27,False
3075,59,False
3076,27,False
3077,11,False
3078,0,False
3079,2,False
3080,2226,False
3081,1,False
3082,1,False
3084,0,False
3085,0,False
3086,1,False
3087,0,False
3088,0,False
3089,2,False
3090,0,False
3091,0,False
3092,35,False
3093,2226,False
3094,11,False
3095,2,False
3096,2226,False
3097,0,False
3098,0,False
3099,13,False
3100,0,False
3101,0,False
3102,63,False
3103,1,False
3104,0,False
3105,18,False
3106,6,False
3107,0,False
3108,53,False
3109,0,False
3110,0,False
3111,54,False
3112,4,False
3113,59,False
3114,4,False
3115,4,False
3116,4,False
3117,2208,False
3118,1,False
3119,0,False
3120,0,False
3121,0,False
3122,5,False
3123,0,False
3124,1,False
3125,0,False
3126,0,False
3127,59,False
3128,5,False
3129,53,False
3130,0,False
3131,0,False
3132,0,False
3133,59,False
3134,27,False
3135,0,False
3136,1,False
3137,0,False
3138,59,False
3139,0,False
3140,0,False
3141,14,False
3142,2226,False
3143,1,False
3144,2,False
3145,53,False
3146,2208,False
3147,0,False
3148,53,False
3149,0,False
3150,2,False
3151,304,False
3152,257,False
3153,1,False
3154,0,False
3155,0,False
3156,59,False
3157,1,False
3158,0,False
3159,59,False
3160,59,False
3161,3,False
3162,0,False
3163,496,False
3164,3,False
3165,54,False
3166,2226,False
3167,59,False
3169,825,False
3170,59,False
3171,0,False
3172,35,False
3173,0,False
3176,0,False
3177,2226,False
3178,0,False
3179,35,False
3180,35,False
3181,4,False
3182,35,False
3183,2,False
3184,825,False
3185,35,False
3186,1,False
3187,592,False
3188,35,False
3189,6,False
3190,35,False
3191,150,False
3192,59,False
3193,4,False
3194,3,False
3195,35,False
3196,63,False
3197,54,False
3198,2,False
3199,35,False
3201,35,False
3202,4,False
3203,0,False
3204,0,False
3205,38,False
3206,2226,False
3207,54,False
3208,1,False
3209,54,False
3210,4,False
3211,10,False
3212,2,False
3213,2226,False
3214,53,False
3215,1,False
3216,0,False
3217,2226,False
3218,54,False
3219,54,False
3220,4,False
3221,5,False
3222,53,False
3223,53,False
3224,27,False
3225,59,False
3226,0,False
3227,0,False
3228,5,False
3229,4,False
3230,2,False
3231,0,False
3232,1,False
3233,0,False
3234,0,False
3235,2226,False
3236,35,False
3237,1,False
3238,2,False
3239,59,False
3240,1,False
3241,0,False
3242,0,False
3243,0,False
3244,0,False
3245,0,False
3246,0,False
3247,0,False
3248,1,False
3249,4,False
3250,0,False
3251,0,False
3252,1,False
3253,1,False
3254,239,False
3255,1,False
3256,40,False
3257,0,False
3258,2,False
3259,0,False
3260,0,False
3261,0,False
3262,4,False
3263,4,False
3264,0,False
3265,5,False
3266,53,False
3267,0,False
3268,0,False
3269,0,False
3270,0,False
3271,1174,False
3272,4,False
3273,0,False
3274,4,False
3275,0,False
3276,0,False
3277,2,False
3278,1,False
3279,1,False
3280,0,False
3281,2208,False
3282,2,False
3283,3,False
3284,2208,False
3285,0,False
3286,2226,False
3287,3,False
3288,0,False
3289,0,False
3290,1,False
3291,0,False
3292,1,False
3293,1,False
3294,1,False
3295,2226,False
3296,0,False
3297,1,False
3298,1174,False
3299,13,False
3300,0,False
3301,0,False
3302,2226,False
3303,2208,False
3304,22,False
3305,0,False
3306,0,False
3307,0,False
3308,53,False
3309,0,False
3310,0,False
3311,0,False
3312,51,False
3313,14,False
3314,53,False
3315,59,False
3317,150,False
3318,2226,False
3319,0,False
3320,1175,False
3321,0,False
3322,2226,False
3323,343,False
3324,2226,False
3325,510,False
3326,2,False
3327,496,False
3328,63,False
3329,257,False
3330,27,False
3331,251,False
3332,0,False
3333,2208,False
3334,2226,False
3335,31,False
3336,42,False
3337,0,False
3338,0,False
3339,1,False
3340,0,False
3341,0,False
3343,5,False
3344,0,False
3345,2226,False
3346,54,False
3347,0,False
3348,825,False
3349,592,False
3350,285,False
3351,1175,False
3352,29,False
3353,54,False
3354,0,False
3355,0,False
3356,0,False
3357,0,False
3358,81,False
3359,0,False
3360,2208,False
3361,2208,False
3362,1,False
3363,2,False
3364,1,False
3365,40,False
3366,0,False
3367,0,False
3368,17,False
3369,54,False
3370,1,False
3371,343,False
3372,0,False
3373,41,False
3374,63,False
3375,1,False
3376,0,False
3377,2208,False
3378,186,False
3379,0,False
3380,0,False
3381,1,False
3383,0,False
3384,0,False
3385,2208,False
3386,0,False
3387,0,False
3388,0,False
3390,496,False
3392,0,False
3393,0,False
3394,592,False
3395,63,False
3396,1175,False
3397,42,False
3398,304,False
3399,285,False
3400,0,False
3401,0,False
3402,2226,False
3403,2208,False
3404,0,False
3405,251,False
3406,343,False
3407,0,False
3408,2,False
3409,12,False
3410,1174,False
3411,0,False
3412,304,False
3413,1,False
3414,59,False
3415,285,False
3416,0,False
3417,2,False
3418,0,False
3419,59,False
3420,3,False
3421,2226,False
3422,2,False
3423,0,False
3424,1,False
3425,1,False
3426,0,False
3427,1,False
3428,0,False
3429,0,False
3430,0,False
3431,0,False
3432,51,False
3433,0,False
3434,3,False
3435,20,False
3436,160,False
3437,20,False
3438,24,False
3439,1175,False
3441,0,False
3442,0,False
3443,0,False
3444,2226,False
3445,0,False
3446,35,False
3447,3,False
3448,0,False
3449,0,False
3450,0,False
3451,2,False
3452,1,False
3453,0,False
3454,1,False
3455,0,False
3456,0,False
3457,0,False
3458,2226,False
3459,59,False
3460,54,False
3461,1,False
3462,2208,False
3463,54,False
3464,1,False
3465,0,False
3466,1,False
3467,4,False
3468,0,False
3469,2226,False
3470,1,False
3471,0,False
3472,1174,False
3473,0,False
3474,0,False
3475,24,False
3476,510,False
3477,53,False
3478,0,False
3479,54,False
3480,0,False
3481,3,False
3484,0,False
3485,54,False
3486,0,False
3488,0,False
3489,0,False
3490,20,False
3491,2,False
3492,2208,False
3493,2226,False
3494,38,False
3495,0,False
3496,2208,False
3498,2208,False
3500,1175,False
3501,53,False
3502,0,False
3503,54,False
3504,2208,False
3505,304,False
3506,4,False
3507,4,False
3508,496,False
3509,0,False
3510,0,False
3511,2,False
3512,0,False
3513,0,False
3514,54,False
3515,0,False
3516,16,False
3517,2,False
3518,0,False
3519,0,False
3520,0,False
3521,2208,False
3522,2208,False
3523,257,False
3524,25,False
3525,0,False
3526,2226,False
3527,510,False
3528,592,False
3529,2208,False
3530,0,False
3531,0,False
3532,0,False
3533,0,False
3534,0,False
3535,2,False
3536,0,False
3537,2208,False
3538,2226,False
3539,0,False
3540,0,False
3541,0,False
3542,1,False
3543,0,False
3544,0,False
3545,13,False
3546,0,False
3547,0,False
3548,1,False
3549,53,False
3550,0,False
3551,0,False
3552,2226,False
3553,63,False
3554,2208,False
3555,0,False
3556,0,False
3557,35,False
3558,2226,False
3559,0,False
3560,1,False
3561,0,False
3562,3,False
3563,1,False
3564,6,False
3565,1,False
3566,0,False
3567,592,False
3568,2208,False
3569,4,False
3570,2208,False
3571,3,False
3572,1,False
3573,13,False
3574,3,False
3575,0,False
3576,53,False
3577,14,False
3578,825,False
3579,14,False
3580,63,False
3581,0,False
3582,63,False
3583,63,False
3584,1,False
3585,54,False
3586,2226,False
3587,0,False
3588,0,False
3589,63,False
3590,2226,False
3591,54,False
3592,0,False
3593,1175,False
3595,2226,False
3596,54,False
3597,825,False
3598,59,False
3599,0,False
3600,2226,False
3601,2226,False
3602,825,False
3603,0,False
3604,29,False
3605,2226,False
3606,1,False
3607,592,False
3608,2,False
3609,2208,False
3610,59,False
3611,2,False
3612,8,False
3613,0,False
3614,1,False
3615,0,False
3616,2226,False
3617,10,False
3618,1,False
3619,3,False
3620,34,False
3622,14,False
3623,0,False
3624,0,False
3625,1,False
3626,3,False
3627,1,False
3628,0,False
3629,53,False
3631,53,False
3632,2,False
3633,3,False
3634,0,False
3635,10,False
3636,825,False
3637,11,False
3638,16,False
3639,0,False
3640,2,False
3641,1,False
3642,2226,False
3643,54,False
3644,496,False
3645,63,False
3647,5,False
3648,510,False
3649,2226,False
3650,2226,False
3651,1175,False
3652,4,False
3653,63,False
3654,24,False
3655,0,False
3656,2226,False
3657,1,False
3658,26,False
3659,59,False
3660,59,False
3661,26,False
3662,0,False
3663,2226,False
3664,3,False
3665,0,False
3666,2,False
3667,1174,False
3668,1175,False
3669,59,False
3670,6,False
3671,0,False
3672,0,False
3673,0,False
3674,0,False
3675,2,False
3676,0,False
3677,0,False
3678,8,False
3679,2226,False
3680,0,False
3681,0,False
3682,2226,False
3683,0,False
3684,6,False
3685,0,False
3686,0,False
3687,2226,False
3688,0,False
3689,2,False
3690,53,False
3691,0,False
3692,0,False
3693,2,False
3695,50,False
3696,13,False
3697,4,False
3698,1,False
3699,0,False
3700,1,False
3702,0,False
3703,0,False
3704,1,False
3705,13,False
3706,13,False
3707,2,False
3708,2,False
3709,0,False
3710,0,False
3711,0,False
3712,63,False
3713,1,False
3714,0,False
3715,59,False
3716,2226,False
3717,1,False
3718,2,False
3719,0,False
3720,1,False
3721,1,False
3722,28,False
3723,54,False
3724,0,False
3725,0,False
3726,2,False
3727,16,False
3728,59,False
3729,0,False
3730,2226,False
3731,16,False
3732,1,False
3733,1,False
3734,257,False
3735,0,False
3736,0,False
3737,3,False
3738,63,False
3739,0,False
3740,1,False
3741,0,False
3742,59,False
3743,59,False
3744,0,False
3745,1,False
3746,2226,False
3747,2,False
3748,27,False
3749,27,False
3750,0,False
3752,0,False
3753,1,False
3754,0,False
3755,53,False
3756,2,False
3757,0,False
3758,59,False
3759,2,False
3760,59,False
3761,1,False
3762,0,False
3763,1,False
3764,2,False
3765,63,False
3766,0,False
3767,4,False
3768,0,False
3769,0,False
3770,6,False
3771,0,False
3772,0,False
3773,0,False
3774,2,False
3775,0,False
3777,0,False
3778,0,False
3779,35,False
3781,0,False
3783,0,False
3784,0,False
3785,1,False
3786,50,False
3787,2208,False
3788,0,False
3789,0,False
3790,285,False
3791,35,False
3792,592,False
3793,2226,False
3794,0,False
3796,0,False
3797,2208,False
3798,0,False
3799,0,False
3800,0,False
3801,53,False
3802,0,False
3803,1,False
3804,150,False
3805,150,False
3806,0,False
3807,0,False
3808,59,False
3809,0,False
3810,150,False
3811,0,False
3812,4,False
3813,0,False
3814,1,False
3815,0,False
3816,53,False
3817,0,False
3818,59,False
3820,0,False
3821,35,False
3822,2,False
3823,0,False
3824,1,False
3825,53,False
3826,4,False
3828,24,False
3829,3,False
3830,53,False
3831,0,False
3832,0,False
3833,2,False
3834,0,False
3835,3,False
3836,0,False
3837,53,False
3838,53,False
3839,0,False
3840,3,False
3841,0,False
3842,53,False
3843,54,False
3844,0,False
3845,1,False
3846,54,False
3847,2,False
3848,2,False
3849,0,False
3850,1,False
3851,1,False
3852,0,False
3853,53,False
3854,1,False
3855,0,False
3856,0,False
3857,0,False
3858,2226,False
3859,35,False
3860,63,False
3861,53,False
3862,825,False
3863,4,False
3864,27,False
3865,315,False
3866,1174,False
3867,1,False
3868,2,False
3869,53,False
3870,186,False
3871,3,False
3872,2226,False
3873,0,False
3874,1175,False
3875,53,False
3876,0,False
3877,0,False
3878,34,False
3879,0,False
3880,0,False
3881,1174,False
3882,0,False
3883,0,False
3884,2226,False
3885,0,False
3886,825,False
3887,88,False
3888,0,False
3889,3,False
3890,0,False
3891,2,False
3892,2208,False
3893,0,False
3894,29,False
3895,4,False
3896,150,False
3897,50,False
3898,1,False
3899,2226,False
3900,1,False
3901,53,False
3902,1,False
3903,2,False
3904,1,False
3905,0,False
3906,2226,False
3907,10,False
3908,1,False
3910,8,False
3911,0,False
3912,27,False
3913,1,False
3914,0,False
3915,4,False
3916,0,False
3917,1,False
3918,0,False
3919,0,False
3920,2226,False
3921,2208,False
3922,0,False
3923,1,False
3924,1,False
3925,4,False
3926,1,False
3927,0,False
3928,0,False
3929,53,False
3930,4,False
3931,0,False
3932,1,False
3933,0,False
3934,2,False
3935,1,False
3936,27,False
3937,0,False
3938,0,False
3939,0,False
3940,1,False
3941,1,False
3942,0,False
3943,0,False
3944,1,False
3945,0,False
3946,0,False
3947,24,False
3948,13,False
3950,0,False
3951,1,False
3952,4,False
3953,63,False
3954,0,False
3956,0,False
3957,0,False
3958,2,False
3959,0,False
3960,1,False
3961,0,False
3962,3,False
3963,1,False
3964,0,False
3965,0,False
3966,0,False
3967,0,False
3968,0,False
3969,0,False
3970,0,False
3972,35,False
3973,53,False
3974,6,False
3975,0,False
3976,53,False
3977,13,False
3978,53,False
3979,0,False
3980,0,False
3981,0,False
3982,2,False
3983,0,False
3984,0,False
3985,0,False
3986,3,False
3987,53,False
3988,0,False
3990,0,False
3991,4,False
3992,0,False
3993,27,False
3994,343,False
3996,53,False
3997,2,False
3998,0,False
3999,0,False
4000,53,False
4001,0,False
4002,27,False
4003,53,False
4004,0,False
4005,0,False
4006,27,False
4007,0,False
4008,0,False
4009,0,False
4010,27,False
4011,889,False
4012,1,False
4013,53,False
4014,0,False
4015,3,False
4016,3,False
4017,3,False
4018,1,False
4019,53,False
4020,53,False
4021,1,False
4022,0,False
4023,0,False
4024,0,False
4025,2208,False
4026,0,False
4027,4,False
4028,27,False
4029,53,False
4030,0,False
4031,28,False
4032,0,False
4033,53,False
4036,1,False
4037,1,False
4038,27,False
4039,1,False
4040,0,False
4041,2,False
4043,0,False
4044,1,False
4045,63,False
4046,2208,False
4047,0,False
4048,0,False
4049,1,False
4050,0,False
4051,0,False
4052,0,False
4053,0,False
4054,1,False
4055,0,False
4056,0,False
4057,2208,False
4059,24,False
4060,3,False
4061,1174,False
4062,0,False
4063,6,False
4064,2,False
4066,11,False
4067,7,False
4068,0,False
4069,2226,False
4070,0,False
4072,496,False
4073,3,False
4074,2226,False
4075,3,False
4077,889,False
4078,0,False
4079,1,False
4080,24,False
4081,0,False
4082,2226,False
4083,24,False
4084,1,False
4085,1,False
4086,1,False
4087,0,False
4088,889,False
4089,0,False
4090,1,False
4092,2,False
4093,1,False
4094,0,False
4095,63,False
4096,2226,False
4097,0,False
4098,27,False
4099,0,False
4100,11,False
4101,27,False
4102,0,False
4103,2208,False
4104,0,False
4105,0,False
4106,1,False
4107,0,False
4108,0,False
4109,4,False
4110,0,False
4111,0,False
4112,54,False
4113,0,False
4114,0,False
4115,0,False
4116,0,False
4117,0,False
4118,0,False
4119,0,False
4120,0,False
4121,0,False
4122,0,False
4123,0,False
4124,0,False
4125,1,False
4126,0,False
4127,1,False
4128,0,False
4129,0,False
4130,0,False
4131,0,False
4132,0,False
4133,0,False
4134,24,False
4135,11,False
4138,0,False
4139,2226,False
4140,0,False
4141,2,False
4142,4,False
4143,2226,False
4144,2,False
4145,12,False
4146,1,False
4147,2226,False
4148,24,False
4149,0,False
4150,1,False
4151,0,False
4152,2,False
4153,2,False
4154,1,False
4155,24,False
4156,24,False
4157,1,False
4158,0,False
4160,24,False
4161,2208,False
4162,2,False
4163,4,False
4164,3,False
4165,0,False
4166,24,False
4167,4,False
4168,0,False
4169,1,False
4170,2,False
4171,2,False
4172,2,False
4173,0,False
4175,63,False
4176,13,False
4178,12,False
4179,2,False
4180,1,False
4181,0,False
4182,0,False
4183,24,False
4184,24,False
4185,2226,False
4186,63,False
4188,14,False
4189,14,False
4190,889,False
4191,0,False
4192,0,False
4193,0,False
4194,63,False
4195,63,False
4196,0,False
4197,0,False
4198,889,False
4199,24,False
4200,24,False
4201,24,False
4202,592,False
4203,0,False
4204,13,False
4205,24,False
4206,2,False
4207,1,False
4209,14,False
4210,8,False
4211,1,False
4212,0,False
4213,2226,False
4214,2208,False
4215,10,False
4216,0,False
4217,0,False
4218,43,False
4219,2226,False
4220,126,False
4221,50,False
4222,42,False
4224,251,False
4225,0,False
