,retweetcount,has Supreme Court case-insensitive
4226,1,False
4227,285,False
4229,1,False
4230,0,False
4231,2,False
4232,1,False
4233,150,False
4234,304,False
4235,22,False
4236,496,False
4237,8,False
4238,26,False
4239,1000,False
4240,889,False
4241,285,False
4242,0,False
4243,510,False
4244,0,False
4245,825,False
4246,1174,False
4247,592,False
4248,0,False
4249,1175,False
4250,2208,False
4251,0,False
4252,2226,False
4253,0,False
4254,0,False
4256,0,False
4258,1,False
4259,1,False
4260,0,False
4262,1,False
4263,0,False
4264,0,False
4265,0,False
4266,0,False
4267,1,False
4268,0,False
4269,0,False
4270,8,False
4271,4,False
4272,0,False
4273,14,False
4274,0,False
4276,0,False
4278,7,False
4279,13,False
4280,1174,False
4281,2208,False
4282,2,False
4283,2226,False
4284,1175,False
4285,11,False
4286,0,False
4287,1175,False
4288,13,False
4289,0,False
4290,2226,False
4291,0,False
4292,0,False
4293,0,False
4294,1,False
4296,0,False
4297,1,False
4298,14,False
4299,1,False
4300,2226,False
4301,0,False
4302,7,False
4303,1,False
4304,0,False
4305,1,False
4306,0,False
4307,0,False
4308,0,False
4310,13,False
4311,2208,False
4312,1,False
4313,0,False
4314,0,False
4315,0,False
4316,1,False
4318,0,False
4319,0,False
4320,67,False
4321,0,False
4323,2226,False
4324,0,False
4325,0,False
4326,0,False
4327,3,False
4329,0,False
4330,8,False
4331,0,False
4332,2208,False
4333,14,False
4334,1,False
4335,0,False
4336,4,False
4337,0,False
4339,8,False
4340,7,False
4341,2226,False
4342,1,False
4343,1,False
4344,1,False
4345,1,False
4346,2208,False
4347,0,False
4348,0,False
4349,0,False
4350,2,False
4351,0,False
4352,0,False
4354,0,False
4355,1,False
4356,0,False
4357,2226,False
4358,0,False
4359,1,False
4360,3,False
4361,496,False
4362,2226,False
4363,304,False
4364,0,False
4365,0,False
4366,2226,False
4367,0,False
4368,0,False
4369,1,False
4370,4,False
4372,7,False
4373,0,False
4374,1,False
4375,4,False
4376,0,False
4377,63,False
4378,0,False
4379,0,False
4380,496,False
4381,0,False
4382,0,False
4383,1,False
4384,51,False
4385,2226,False
4386,0,False
4387,1,False
4388,0,False
4389,0,False
4390,0,False
4391,1,False
4392,7,False
4393,11,False
4394,2226,False
4395,8,False
4396,4,False
4397,1,False
4398,0,False
4399,2226,False
4400,4,False
4401,1,False
4402,0,False
4403,0,False
4404,7,False
4405,8,False
4406,11,False
4408,0,False
4409,1,False
4410,0,False
4411,0,False
4412,0,False
4413,0,False
4414,2208,False
4415,0,False
4416,2226,False
4417,0,False
4418,0,False
4419,1,False
4420,17,False
4421,0,False
4422,0,False
4423,31,False
4424,257,False
4427,0,False
4428,0,False
4429,0,False
4430,0,False
4431,11,False
4432,0,False
4433,0,False
4434,0,False
4435,0,False
4436,3,False
4437,1,False
4438,11,False
4439,22,False
4440,0,False
4441,3,False
4442,0,False
4443,1,False
4444,0,False
4445,0,False
4446,0,False
4447,0,False
4448,0,False
4449,0,False
4450,1,False
4451,825,False
4452,0,False
4453,29,False
4454,0,False
4455,825,False
4456,0,False
4458,2226,False
4459,1,False
4460,0,False
4461,0,False
4462,0,False
4463,3,False
4464,0,False
4465,34,False
4466,0,False
4467,0,False
4468,0,False
4469,0,False
4470,1174,False
4471,2208,False
4472,0,False
4473,0,False
4474,2,False
4475,0,False
4476,0,False
4477,1174,False
4478,0,False
4479,0,False
4480,0,False
4481,8,False
4482,6,False
4483,0,False
4484,1,False
4485,12,False
4486,0,False
4487,0,False
4488,0,False
4489,592,False
4490,0,False
4491,3,False
4492,2208,False
4493,3,False
4494,4,False
4495,0,False
4496,2226,False
4498,592,False
4499,1175,False
4500,18,False
4501,1,False
4502,1,False
4503,2226,False
4504,0,False
4505,14,False
4506,0,False
4507,2,False
4508,34,False
4509,0,False
4510,1,False
4511,63,False
4512,0,False
4513,1,False
4514,0,False
4515,12,False
4516,1,False
4517,1,False
4518,6,False
4519,3,False
4520,0,False
4522,1175,False
4523,0,False
4524,0,False
4525,2226,False
4526,0,False
4527,1,False
4528,4,False
4529,13,False
4530,9,False
4531,1,False
4532,2208,False
4533,1,False
4534,0,False
4535,2,False
4536,0,False
4537,1,False
4538,1,False
4539,1,False
4540,1,False
4541,0,False
4542,1,False
4543,0,False
4544,0,False
4545,0,False
4546,0,False
4547,1,False
4548,7,False
4549,1,False
4550,0,False
4551,0,False
4552,0,False
4553,0,False
4554,0,False
4557,3,False
4558,0,False
4559,0,False
4560,6,False
4561,2208,False
4562,0,False
4564,0,False
4565,4,False
4566,2226,False
4567,0,False
4568,0,False
4569,2226,False
4570,1,False
4571,0,False
4573,13,False
4574,2208,False
4575,1,False
4576,1,False
4577,0,False
4578,0,False
4579,0,False
4580,0,False
4581,186,False
4582,0,False
4583,0,False
4584,0,False
4585,1,False
4586,0,False
4587,0,False
4588,1,False
4589,1,False
4590,0,False
4591,186,False
4592,0,False
4594,0,False
4595,0,False
4596,0,False
4597,0,False
4598,1,False
4599,2,False
4600,0,False
4601,12,False
4602,2,False
4603,7,False
4606,186,False
4607,2208,False
4608,11,False
4609,6,False
4610,0,False
4611,8,False
4612,0,False
4613,2,False
4614,0,False
4615,0,False
4616,0,False
4617,0,False
4618,29,False
4619,0,False
4620,11,False
4621,40,False
4622,4,False
4623,0,False
4624,2226,False
4625,29,False
4626,0,False
4627,0,False
4628,7,False
4629,0,False
4631,0,False
4633,0,False
4634,1,False
4635,0,False
4636,2,False
4637,0,False
4638,87,False
4639,0,False
4641,17,False
4642,2208,False
4643,2208,False
4644,2,False
4645,0,False
4646,0,False
4647,160,False
4648,1,False
4650,150,False
4651,88,False
4652,5,False
4653,304,False
4654,1,False
4655,0,False
4656,1,False
4657,343,False
4659,0,False
4660,0,False
4661,0,False
4662,1174,False
4663,0,False
4664,2226,False
4665,0,False
4666,31,False
4667,0,False
4668,496,False
4669,2208,False
4670,1,False
4671,2,False
4672,63,False
4673,0,False
4674,0,False
4675,0,False
4676,0,False
4677,87,False
4678,0,False
4679,2208,False
4680,0,False
4681,2226,False
4682,257,False
4683,0,False
4684,2226,False
4685,0,False
4686,0,False
4688,0,False
4689,343,False
4690,1,False
4692,2,False
4693,2,False
4694,1,False
4695,0,False
4696,343,False
4697,0,False
4698,257,False
4699,0,False
4700,0,False
4701,592,False
4702,0,False
4703,0,False
4704,0,False
4705,257,False
4706,10,False
4708,2226,False
4709,63,False
4710,11,False
4711,1174,False
4712,0,False
4713,0,False
4714,4,False
4716,4,False
4717,1,False
4718,0,False
4719,0,False
4720,2208,False
4722,0,False
4724,2208,False
4726,0,False
4727,2,False
4728,2,False
4733,2,False
4737,14,False
4738,0,False
4742,1,False
4743,6,False
4747,2,False
4748,0,False
4749,12,False
4750,0,False
4751,0,False
4752,0,False
4753,0,False
4754,3,False
4755,63,False
4756,0,False
4757,2,False
4758,1,False
4759,19,False
4760,2,False
4761,0,False
4762,0,False
4763,0,False
4764,0,False
4766,0,False
4767,2226,False
4768,2,False
4769,0,False
4770,11,False
4771,2,False
4772,257,False
4773,0,False
4774,2,False
4775,10,False
4776,8,False
4777,6,False
4778,1,False
4780,6,False
4781,11,False
4782,6,False
4783,1,False
4784,2208,False
4786,21,False
4787,0,False
4788,0,False
4790,0,False
4791,0,False
4792,0,False
4793,0,False
4794,0,False
4796,0,False
4798,0,False
4799,12,False
4800,0,False
4801,2226,False
4802,11,False
4803,0,False
4804,0,False
4805,4,False
4806,0,False
4807,0,False
4808,63,False
4810,0,False
4813,0,False
4815,1175,False
4816,0,False
4817,0,False
4818,0,False
4819,0,False
4820,0,False
4821,2208,False
4822,1,False
4823,2,False
4824,2,False
4825,0,False
4826,0,False
4827,0,False
4828,51,False
4829,1,False
4831,0,False
4832,14,False
4833,0,False
4835,0,False
4836,0,False
4837,0,False
4839,0,False
4840,2226,False
4841,1,False
4843,1,False
4844,1,False
4845,0,False
4846,0,False
4847,258,False
4848,0,False
4849,124,False
4850,2,False
4851,11,False
4852,1175,False
4853,1,False
4854,0,False
4855,10,False
4857,0,False
4858,0,False
4859,0,False
4860,0,False
4861,0,False
4862,258,False
4863,0,False
4864,1,False
4865,1,False
4866,6,False
4867,1,False
4868,1,False
4869,6,False
4870,0,False
4871,6,False
4872,1,False
4873,0,False
4875,6,False
4876,2,False
4878,0,False
4879,0,False
4880,2208,False
4881,3,False
4882,1,False
4883,0,False
4884,1174,False
4885,1174,False
4886,8,False
4887,0,False
4889,1,False
4890,3,False
4891,0,False
4892,0,False
4894,0,False
4895,0,False
4896,14,False
4898,0,False
4899,1,False
4900,2226,False
4901,2208,False
4902,2208,False
4903,0,False
4904,2,False
4906,0,False
4907,0,False
4908,0,False
4909,0,False
4910,0,False
4911,0,False
4912,0,False
4913,1,False
4915,1000,False
4916,1,False
4917,8,False
4918,0,False
4919,0,False
4920,0,False
4921,0,False
4922,9,False
4923,0,False
4924,2,False
4925,10,False
4926,8,False
4927,0,False
4928,0,False
4929,0,False
4931,0,False
4932,0,False
4933,26,False
4934,26,False
4936,26,False
4937,26,False
4938,0,False
4940,26,False
4941,2208,False
4942,1175,False
4943,0,False
4944,0,False
4945,0,False
4946,0,False
4947,1,False
4949,0,False
4950,0,False
4951,14,False
4952,2226,False
4953,14,False
4955,2208,False
4956,304,False
4957,13,False
4959,0,False
4960,825,False
4961,0,False
4962,510,False
4963,2,False
4964,63,False
4965,0,False
4966,1,False
4967,51,False
4968,2208,False
4969,0,False
4970,22,False
4971,0,False
4972,0,False
4974,0,False
4975,0,False
4976,2208,False
4977,2226,False
4979,0,False
4980,0,False
4981,13,False
4982,0,False
4983,26,False
4984,0,False
4985,0,False
4987,10,False
4988,2226,False
4989,20,False
4990,0,False
4991,1,False
4992,14,False
4993,0,False
4994,0,False
4995,63,False
4996,0,False
4998,1,False
